bedeutung;sachgruppe
Aufrechtstehendes Gittersieb zum Durchwerfen des Sandes...;7510
Aufrechtstehendes Gittersieb zum Durchwerfen des Sandes...;7510
FlN;8140
wie schd»Sand-grube, -grübe;7525
FlN;8140
wildes Kaninchen (Oryctolagus caniculus);4130
Neckn;8150
(sch) Infanterist;8500
Silbersandhändler;7600
FlN;8140
Neckn;8150
FlN;8140
aufrechtstehendes Gittersieb zum Durchwerfen des Sandes...;7510
sandiger Hügel;2800
sandiger, buckliger Acker;7420
Neckn;8150
FlN;8140
FlN;8140
wie schd»sandig, sandicht;2700
Kippkarren zum Transport des Sandes;7820
mit Sand gefüllter Kasten, in dem Kinder spielen;7360
mit Sand gefüllter Behälter, in dem der Christbaum befestigt wird;7735
Sandgrube;7525
Sandgrube;7525
FlN;8140
Sandgrube;7525
großer Korb;7800
wie schd»Sand-korn;2900
Tonkrug;7735
leichter (zweirädriger) Wagen, Kutsche;7820
mit Sand durchsetzter Lehmboden;2700
Sandgrube;7525
herumziehender Streusand-, Silbersandhändler;7600
/Sand zum Schlafen in die Augen streuende imaginäre Gestalt/;7350
Schreckgestalt, mit der man Kindern droht...beim Dunkelwerden...;7350
/(Verb.) roter Sandmann = Schimpfwort für einen Rothaarigen/;5120
ehem. FlN;8140
Schmirgelpapier;7500
sandiger, magerer Acker;7420
aufrechtstehendes Gittersieb zum Durchwerfen des Sandes...;7510
aufrechtstehendes Gittersieb zum Durchwerfen des Sandes...;7510
ehem. FlN;8140
wie schd»Sand-sack;7800
Pferd mit sandfarbigem, falbem Fell;4112
Neckn;8150
aufrechtstehendes Gittersieb zum Durchwerfen des Sandes...;7510
wie schd»Sand-stein;2900
Hammer zum Behauen des Sandsteins;7510
wie schd»Sandstein-pflaster;7810
FlN;8140
wie schd (bes. beim Kochen von Eiern verwendet)»Sand-uhr;7736
FlN;8140
aufrechtstehendes Gittersieb zum Durchwerfen des Sandes;7510
ausgehobenes Grasstück, das in die Weinberge kommt;7470
ehem. FlN;8140
ehem. FlN;8140
FlN;8140
Wein, der auf Sandboden wächst;7470
Wiese auf sandigem Boden;7450
FlN;8140
FlN;8140
aufrechtstehendes Gittersieb zum Durchwerfen des Sandes...;7510
Schwanz;4010
mild, zart;9200
wenig gesalzen;5440
(Verb.) Melde (Atriplex hortense) und Gänsefuß (Chenopodium);3500
Senf;5920
(W) Gesang;8720
ehem. FlN;8140
FlN;8140
FlN;8140
wie schd»Sänger;8720
wie schd»Sänger-fest;8720
wie schd»Sängerin, Sängersin;8720
wie schd»Sanges-bruder;8720
FlN;8140
Tanzhaus;7300
(W) ohne Lärm, Aufsehen;7200
wie schd»sanieren;9320
die Pflanze Sanicula europaea;3500
wie schd»Sanitäter;5700
Krankenauto;7820
Hund im Sanitätseinsatz beim Militär;8500
Hund zum Führen von Kriegsblinden;4117
(Verb.) heilig (nur in Verbindung mit Heiligennamen);8860
Ort im Kr. RO;8130
ehem. FlN;8140
ehem. FlN;8140
Wüstung bei LU-Iggh;8130
Kreisstadt in der SWPf (heute Saarland);8130
ehem. FlN;8140
Wüstung bei BZ-Albw;8130
ehem. FlN;8140
FlN;8140
Ort im Kr. KU;8130
Ort im Kr. LA;8130
ehem. FlN;8140
ehem. FlN;8140
ehem. FlN;8140
FlN;8140
Teil der heiligen Messe...;8840
Kreisstadt in der WPf;8130
Soldaten der frz. Revolutionsarmee;8500
Reimwort in dem Abzählreim...;1210
(sch) nur in den Trinksprüchen...;1230
Reimwort in dem Abzählreim...;1210
Angehöriger einer Pioniereinheit;8500
unerschrockener Kerl, Draufgänger;6128
dünnflüssiger Schlamm, Straßendreck, aufgeweichte Erde...;2700
nasse Stelle in einer Wiese;2700
ein quatschendes Geräusch von sich geben;5420
schmatzen beim Essen;5360
/Geräusch, von der mit Sutter angefüllten Tabakspfeife ausgehend/;5921
mit Nikotin vermischter Speichel in der Tabakspfeife;5921
schmutziger Junge;5840
sumpfig, aufgeweicht;9230
sumpfige Stelle in der Wiese, sumpfige Wiese;7450
tiefer Straßenschmutz;2700
einer, der eilig läuft;5533
eilig laufen, springen;5533
Fluch, Ausruf der Verwunderung;1230
/verwegener, unerschrockener, sich stets zurechtfindender Mensch/;6118
Ausruf des Erstaunens, der Verärgerung;1230
Fluch;1240
/verwegener, unerschrockener, sich stets zurechtfindender Mensch/;6118
/verwegener, unerschrockener, sich stets zurechtfindender Mensch/;6118
Fluchwort;1240
/verwegener, unerschrockener, sich stets zurechtfindender Mensch/;6118
Ausruf des Erstaunens, der Verärgerung;1230
eilig laufen, springen;5533
plump einhergehen (vom Geflügel);4240
sumpfig, aufgeweicht;9230
/verwegener, unerschrockener, sich stets zurechtfindender Mensch/;6118
Fluch;1240
weiblicher Vorname;7110
schlampige, unordentliche, träge weibliche Person;6134
Dirne;6136
umherstreunendes Mädchen;6136
einfältige, närrische, törichte weibliche Person;6137
gutmütige Person;6113
bösartige Frau;6132
kosende Bez. für Mädchen, Kind;5840
Schimpfwort für Vieh;7450
wie schd»Sardine;5910
Rausch;5925
kastenförmiger Behälter, in dem Tote beerdigt werden;5870
steinerner Trog, Brunnentrog;7900
Behälter aus Stein für das Sauerkraut;7735
(hölzerner) Trog, trogartiger Behälter;7735
Wasserabzugsrinne;7900
FlN;8140
Zigarette;5921
aufgefundener Zigarrenrest;5921
wie schd»Sarg-träger;5870
Tücher...mit denen der Sarg ledig Verstorbener...getragen wird;5870
Ort im Kr. BZ;8130
/Tuchbehälter, aus dem der Sämann Saatgut auf das Feld wirft/;7440
Schürze, die der Bauer beim Säen trägt;5933
/Umhängebehälter, aus dem der Sämann das Saatgut streut/;7402
Schallwort in dem Wiegenlied...;1220
Streichbrett der Gipser, Verputzer;7510
pfänden, in Beschlag nehmen;8300
Sitz, Sitzplatz;7730
Wohnsitz, Wohnrecht;7700
(grasbewachsene) Böschung, Absatz im Gelände...;2800
FlN;8140
Wiese auf einem Rain;7450
Teufel;8800
"böser, übelwollender Mann; Mensch, der andere schlecht behandelt";6112
böses, streitsüchtiges Weib, Hausdrache;6132
heimtückisches, unberechenbares Tier, bes. Pferd;4000
Knabenkraut (Orchis), Knabenkrautpflanze mit schwarzen Knollen;3500
/in einem Gang des Sämanns zu besäender Ackerstreifen/;7440
/Reis zum Abstecken des in einem Gang zu besäenden Ackerstreifens/;7440
Sämann;7440
/in einem Gang des Sämanns zu besäender Ackerstreifen/;7440
/in einem Gang des Sämanns zu besäender Ackerstreifen/;7440
wie schd»Satin;5931
aus Satin;5931
Schürze aus Satin;5934
gesättigt mit Speisen, nicht hungrig;5910
genug;9400
überdrüssig;6333
Reitsattel, Sattel am Fahr-, Motorrad;7540
Tragegeschirr auf dem Rücken des Einspänner-Zugtieres...;7403
Sitzstange, -balken für Hühner;7450
Verbindungsstange zwischen den Grießstecken des Vorderpfluges...;7404
Sattel des Daches, Satteldach;7720
glänzender Rückenschild (zwischen Flügeln und Kopf) des Maikäfers;4700
Stoffwulst zum Auspolstern der Gesäßpartie an Frauenkleidern;5934
Teil des Reitsattels;7540
hölzerner Unterbau des Sattels;7540
wie schd»Sattel-dach;7720
lederner Überzug des Sattels;7540
wie schd»Sattel-druck;4112
... gut beschlagen, gründliche Kenntnise und Fertigkeiten besitzend;6250
linkes Pferd des Gespanns;7403
wie schd»Sattel-gurt;7540
gepolsterte Unterlage des Sattels;7540
runde Erhöhung vorn am Sattel;7540
wie schd»satteln;4112
gepolsterte Unterlage des Sattels;7540
Riemen vom Sattel zu den Steigbügeln;7540
Rippe im hölzernen Unterbau des Sattels;7540
eingesenkter, durchhängender Rücken bei Tieren;4112
Satteltasche;7540
wie schd»Sattel-tasche, -täsche;7540
Wichse zur Pflege des Sattels;7540
alles, was zum Sattel gehört;7540
schnell laufen, springen;5533
wie schd»satt-essen;5910
sich vollfressen;5910
wie schd»sättigen, sättinen;5910
ausgiebig lachen;5569
Handwerker, der Sättel, Pferdegeschirr anfertigt und repariert;7540
FlN;8140
eine Birnensorte;3120
Burschenverein;7010
Margerite (Chrysanthemum leucanthemum);3500
(SprW) sich durch Schlecken sättigen;5910
Sättigungsvermögen, Sättigung;9230
reichlich gefüllt;9300
/Tuchbehälter, aus dem der Sämann das Saatgut auf das Feld wirft/;7440
Saatgut;7440
sprachliche Einheit, die eine abgeschlossene Aussage beinhaltet;7200
Bodensatz im Gärfaß;7470
Bodensatz in Getränken, bes. Kaffee;5920
Bodensatz in der Tinte;8400
Rückstände beim Auslassen von Butter;5910
Einsatz im Spiel;7380
Reben, die in einen Wingert gepflanzt werden;7470
Wurf junger Tiere;4000
Hefe, Sauerteig;7560
FlN;8140
Absatz, Abschnitt im Weinberg;7470
Sprung, großer Schritt;5530
Ruhrkraut (Gnaphalium);3500
in großen Sätzen springen, schnell laufen;5533
wie schd»Satz-glied;7200
Hefetopf;7560
Fischnetz zum Auslegen;7570
Hefekuchen;7560
Schaumlöffel;7736
Grenzstein zwischen benachbarten Ackergrundstücken;8221
Grenzstein an der Straßenböschung;7810
Neckn;8150
wie schd»Satzung;8220
Schwein (als genereller Gattungsbegriff...);4113
weibliches Schwein, Mutterschwein;4113
verschnittenes weibliches Schwein;4113
(weibliches) Ferkel;4113
Kellerassel;4700
schmutzige, schlampige, träge, Schmutz verursachende Person;6114
sittlich verkommene, unmoralische, unzüchtige Person...;6116
dicker Holzklotz an der Kelter...zwischen Spindel und Bracken...;7470
kleiner Ball, Kugel aus Holz oder Stein, Astknorren...;7360
dickste Kugel beim Kegeln;7340
Zapfen der Kiefer;3110
As im Kartenspiel;7380
Tintenklecks, Fehler;8400
/(W) Sau und Schaf... = Klöße mit Kartoffelstücken/;5911
FlN;8140
unordentliche, liederliche weibliche Person (auch Schimpfwort);6134
FlN;8140
aufreibende, schwere, unangenehme Arbeit;6430
schmutziger After eines Huhnes infolge Darmkatarrh;4240
Schimpfwort;6111
Attich (Sambucus ebulus);3220
kleines Auge;5210
FlN;8140
Schweinekeule;7565
Schimpfwort, meist für freche Kinder;6111
ein Ballspiel;7360
verächtliche, lästige Gesellschaft, lärmende Kinderschar;5841
unreinlicher, dreckiger Mensch;6114
Schimpfwort;6111
Schimpfwort;6111
Schimpfwort;6111
Schimpfwort für eine schmutzige, liederliche Person;6114
Scheltname des Schäfers für das Schaf;4114
Futterkrippe;7450
Schimpfwort für eine schmutzige, liederliche Person;6114
ein Kegelspiel;7340
Schimpfwort;6111
Schimpfwort für den Bauern;7400
Schimpfwort für einen groben, ungehobelten Menschen;6116
FlN;8140
Schimpfwort;6111
Vogelbeere (Sorbus aucuparia) (Pflanze und ihre Frucht);3110
Bein des Schweines;4113
Hund zur Wildschweinjagd (Jägerspr);4117
frecher, ungesitteter, liederlicher Bursche (auch Schimpfwort);6126
frei von Schmutz, fleckenlos, rein;9230
von Kindern, die nicht mehr in die Windeln machen;5830
stubenrein (von Hunden, Katzen);4110
sorgfältig, genau;6405
schmuck, hübsch, anmutig, adrett;5210
frei von unangenehmen...nachteiligen Situationen bzw. Zuständen;9320
anständig, ordentlich, ehrlich, sittlich einwandfrei;6510
von gutem Verhalten sein (bei Haustieren);4110
geistig in Ordnung, normal;6200
Eber;4113
FlN;8140
etwas frei von Verunreinigungen halten;9230
wie schd»Sauberkeit;9230
wie schd»säuberlich;9320
reinigen;7780
wie schd»säubern;9230
gründlich zusammenrechen;7480
Nachgeburt bei Tieren (bes. Kuh);4110
Schimpfwort für ein unordentliches Mädchen;6134
Schimpfwort;6111
/kleine, holzige Wildbirnenart zum Keltern oder Schweinefutter/;3120
Neckn;8150
/Baum, der Wildbirnen trägt/;3120
Neckn;8150
Neckn;8150
FlN (Bezeichnung für das Tal des Bledesbaches...);8140
Neckn;8150
hölzerner Bodenbelag des Schweinestalls;7450
Harnblase des geschlachteten Schweins;7565
verächtliche, gemeine, schlechte Gesellschaft;6115
Wegerich (Plantago maior);3500
sehr böse;6510
Blut des Schweins;7565
Schimpfwort;6111
die Bohnenart Vicia faba;3400
Früchte des Ginsters;3220
Stroh der Bohnenart Vicia faba;3400
sehr dumm;6200
...Schöpfkelle...zum Schöpfen des gekochten Schweinefutters;7450
Mandoline (wegen ihrer ähnlichen Form...);8730
grober Kerl;6122
große weibliche Person;5161
Dickkopf;6117
Schimpfwort;6111
FlN;8140
Borste des Schweins;4113
struppiges, widerspenstiges, rauhes Haar;5210
Haarstoppeln (im unrasierten Gesicht);5940
Binse (Juncus) und Simse (Cyperus);3600
Schimpfwort;6111
(von Wildschweinen) aufgewühlter Ort;2700
FlN;8140
FlN;8140
verächtliche Sippschaft (Schimpfwort);6115
frecher, ungezogener, schmutziger Junge (auch Schimpfwort);5841
unanständiger, unsittlicher Kerl;6126
FlN;8140
Borste des Schweins;4113
struppiges, widerspenstiges, rauhes Haar;5210
Schimpfwort;6111
FlN;8140
Portulak (Portulaca oleracea), ein lästiges (Wingerts-)unkraut;3900
Schwein;4113
kleines, schmutziges Kind;5830
schmutzige, liederliche weibliche Person (auch Schimpfwort);6134
Zapfen der Kiefer;3110
Darm des Schweins;7565
FlN;8140
Ackerkratzdistel (Cirsium arvense);3500
Gänsedistel (Sonchus oleraceus und arvensis);3500
milchiger Saft der Gänsedistel;3500
Tierarzt (der sich vornehmlich um Schweine kümmert);7450
Schweinekot;4113
(verächtlich) Dreck, Morast, Straßenschmutz;2700
verächtliche, minderwertige, lästige Sache oder Angelegenheit;9330
Schweinekot;4113
Wirbelwind;2300
wer die Säue zusammendudelt, Schweinehirt (auch Schimpfwort);7450
schmutziger Mensch;6114
sehr dumm;6200
(W) unverhofftes, außergewöhnliches Glück;9120
Eber;4113
schmutziger, gemeiner, zotiger Kerl (Schimpfwort);6126
Eimer für Schweinefutter;7450
widerwärtiger, ekelhafter Mensch (auch Schimpfwort);6112
sich beschmutzen, Schmutz machen;9320
schlecht, flüchtig arbeiten;6550
schlecht, unleserlich schreiben;8400
unzüchtig handeln, zotige Reden führen;6560
gleichzeitig regnen und schneien;2200
einen bitteren, herben...zitronenähnlichen Geschmack habend;5440
durch Gärung angesäuert;9230
mit Essig gesäuert oder zubereitet;5910
mühsam, beschwerlich, unangenehm;6430
verdrießlich, mürrisch;6320
feucht, sumpfig;2700
auf feuchtem Boden gewachsen;3020
Neckn;8150
FlN;8140
Sauerampfer (Rumex acetosa und acetosella);3500
saurer, minderwertiger, schlechter Wein;5920
saurer Wein;5920
Suppe mit Ampfer;5911
eine Apfelsorte;3120
FlN;8140
FlN;8140
eine Birnenart (zum Keltern);3120
Bez. für...das Gebiet zwischen Kaiserslautern und Zweibrücken;8160
FlN;8140
wie schd»Sauer-braten;5911
FlN (ehemalige Heilquelle im Speyerbachtal);8140
Frucht der Robinie;3110
schwärender, nasser Ausschlag auf dem Kopf von Kindern;5700
Sauerteig;7560
der Strauch Berberis vulgaris;3220
schmutziger, unordentlicher Zustand, Dreck, Durcheinander;9320
Lärm, Tumult;5420
moralisch anstößiges, unsittliches Tun, schamloses Reden;6560
unhaltbarer, unerträglicher Zustand, Gemeinheit...;6560
/saures scharfes Gericht aus Schweinelunge, -leber, -niere.../;5911
/von Trauben, die die Traubenkrankheit Sauerfäule haben/;7470
Krankheit der Trauben, die die...Trauben vorzeitig faulen läßt;7470
Gericht mit in Essig zubereitetem Fleisch und/oder Leber, Niere...;5911
auf feuchtem Boden gewachsenes Futter;3400
FlN;8140
ehem. FlN;8140
einen säuerlichen Geschmack habend (vom Wein);5440
ein Kunstdünger;7440
Sack in dem Sauerkalk geliefert wird;7800
aus einem Düngersack hergestellte Arbeitsschürze;5932
wie schd»Sauer-kirsche;3120
die Pflanze Oxalis acetosella;3500
geschnittener, in einem Faß...eingesäuerter Weißkohl;5910
Neckn;8150
unordentliche, verwirrte Frauenhaare;5940
strähnige, herabhängende HaareSauerkraut-mücke;5940
eine Mückenart, die vom Sauerkraut angelockt wird;4700
strähnig herabhängender Schnurrbart;5940
Standgefäß aus Holz oder Keramik in dem Sauerkraut eingemacht wird;7735
leicht sauer schmeckend;5440
leicht verärgert, enttäuscht, mißmutig;6320
geronnene (ungekochte) Milch;7455
Pausbacken;5210
Neckn;8150
bleiches Gesicht;5210
verdrießliches Gesicht;5510
dicker Kopf;5210
Neckn;8150
Molke der Sauermilch;7455
Suppe aus Sauermilch zubereitet;5911
Neckn;8150
wäßrige Brühe, die bei der Bereitung des Käses entsteht;7455
FlN;8140
geschnittener, in einem Faß...eingesäuerter Weißkohl;5910
sauer werden;9230
zum Einsäuern herrichten, einsäuern (von Brotteig oder Kraut);7740
saure Sahne;7455
Kuchen, mit Sauerrahm zubereitet;5911
Suppe mit Sauerrahm zubereitet;5911
Runkelrübe (Beta vulgaris var. rapa);3400
wie schd»Sauer-stoff;9230
süßsauer;5440
FlN;8140
wie schd»Sauer-teig;7560
Sauerkeit, sauerer Geschmack;5440
FlN;8140
FlN;8140
FlN;8140
sumpfige Wiese, feuchtes Wiesenland;7450
FlN;8140
Larve vom Traubenwickler in seiner zweiten Generation;4700
Schmetterling des Traubenwicklers;4700
FlN (Name einer Waldabteilung);8140
Bottich für Speiseabfälle, die als Schweinefutter dienen;7450
Zechbruder, Säufer, Saufbold;5925
Säufer;5925
mit heißem Wasser angemengtes Viehfutter;7450
(RA) auf Saufedern stehen = unsicher, gewagt, riskant sein;6430
trinken;5920
FlN;8140
Flüssigkeiten zu sich nehmen (von Tieren);4020
im Übermaß Alkohol trinken, sich betrinken;5925
(derb) trinken, bes. gierig, ungesittet trinken;5920
mit heißem Wasser...angemengtes Viehfutter;7450
Schöpfkelle für das Viehfutter;7450
/großer Topf zum Kochen von Viehfutter und Wasser für die Tränke/;7450
Kübel für die Viehtränke;7450
Getränk, Trinkvorrat;5920
mit heißem Wasser...angemengtes Viehfutter;7450
mit heißem Wasser...angemengtes Viehfutter;7450
Standgefäß, in dem das Viehfutter gesammelt und angemengt wird;7450
Standgefäß, in dem das Viehfutter gesammelt und angemengt wird;7450
Trinker, Alkoholiker;5925
Zechgelage, das fortwährende, unmäßige Trinken von Alkohol;5925
Ferkel;4113
Schimpfwort für schmutzige, seltener unsittliche Personen;6116
/Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium/;5925
/Geistesschwäche, Unzurechenbarkeit infolge Trunkenheit, Delirium/;5925
fett wie ein gemästetes Schwein;5210
(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw);5925
Delirium;5925
kleiner Hut, den man in die Tasche stecken kann;5936
Wirbelwind, Windhose;2300
Wirbelwind, Windhose;2300
(eher sch) Gurgelknopf;5200
Gurgelknopf;5200
Zechkumpan;5925
(häufig) zechende, dem Alkohol ergebene Gesellschaft (auch Schimpfw);5925
wer gern Alkohol trinkt;5925
Zechkumpan;5925
Säufer;5925
Mensch, der sich frech und unanständig benimmt;6116
Schweinefleisch;7565
Liste der ortsbekannten Säufer;5925
Säufer;5925
Säufer;5925
rote Trinkernase;5210
Säufer, Trunkenbold;5925
Saufgelüste;5925
Geschlechtsteil des weiblichen Schweins;4113
Zechgelage;5925
Schimpfw;6111
(verächtl) Franzose;8160
Schweinefutter;7450
schlecht hergerichtetes, kaum genießbares Essen;5911
(verächtl) häßliches Gesicht;5210
sehr frech;7020
Schweinefutter;7450
schlecht hergerichtetes, kaum genießbares Essen;5911
Schulden infolge übermäßigen Saufens;5925
